Fighter,Result,Opponent,Event,Date,Method,Rounds,Time
Nik Lentz,loss,Charles Oliveira,May / 30 / 2015,May / 30 / 2015,Submission (Guillotine Choke),3,1:10
Nik Lentz,loss,Chad Mendes,Dec / 14 / 2013,Dec / 14 / 2013,Decision (Unanimous),3,5:00
Nik Lentz,win,Diego Nunes,UFC on FX 7 - Belfort vs. Bisping,Jan / 19 / 2013,Decision (Unanimous),3,5:00
Nik Lentz,NC,Charles Oliveira,UFC Live 4 - Kongo vs. Barry,Jun / 26 / 2011,No Contest (Illegal Knee),2,1:48
Nik Lentz,win,Tyson Griffin,UFC 123 - Rampage vs. Machida,Nov / 20 / 2010,Decision (Split),3,5:00
Nik Lentz,win,Rafaello Oliveira,UFC 103 - Franklin vs. Belfort,Sep / 19 / 2009,Decision (Unanimous),3,5:00
Nik Lentz,win,Drew Fickett,EB - Beatdown at 4 Bears 4,Mar / 21 / 2009,Decision (Unanimous),3,5:00
Nik Lentz,win,Dan Loman,Brutaal - Fight Night,Sep / 05 / 2008,Submission (Guillotine Choke),1,4:13
Nik Lentz,win,Scott Bickerstaff,XFO 22 - Rising Star,Feb / 23 / 2008,TKO (Punches),1,3:49
Nik Lentz,win,Gabe Walbridge,EFX - Myth in Maplewood,Aug / 02 / 2007,Submission (Rear-Naked Choke),1,N/A
Nik Lentz,win,Duran Barlow,EFX - Fury,Dec / 07 / 2006,TKO (Submission to Punches),1,N/A
Nik Lentz,win,Chris Powers,EFX - Fury,Jul / 24 / 2006,Submission (Rear-Naked Choke),1,1:44
Nik Lentz,win,Kenneth Allen,EFX - Fury,Feb / 01 / 2006,Submission (Rear-Naked Choke),2,N/A
Nik Lentz,win,Nick Melton,XKK - Lamar,Oct / 10 / 2005,TKO (Punches),1,N/A
Nik Lentz,win,Jake Hoyer,UCS - Throwdown at the T-Bar,Jul / 30 / 2005,Submission (Rear-Naked Choke),1,N/A
Kenneth Allen,loss,Steven Mann,Feb / 10 / 2018,Feb / 10 / 2018,TKO (Punches),1,1:26
Kenneth Allen,loss,Aaron Mitchell,Mar / 03 / 2017,Mar / 03 / 2017,Submission (Guillotine Choke),1,3:46
Kenneth Allen,loss,Demi Deeds,Jan / 17 / 2015,Jan / 17 / 2015,TKO (Punches),1,2:41
Kenneth Allen,loss,Derek Loffer,Feb / 08 / 2014,Feb / 08 / 2014,Submission,1,1:22
Kenneth Allen,loss,Andre Kase,Jun / 02 / 2012,Jun / 02 / 2012,Submission (Kimura),1,2:05
Kenneth Allen,loss,Joe Vedepo,Jan / 29 / 2012,Jan / 29 / 2012,Submission (Rear-Naked Choke),1,2:17
Kenneth Allen,loss,Ryan Scheeper,Mar / 29 / 2008,Mar / 29 / 2008,Submission (Armbar),1,N/A
Kenneth Allen,loss,Mike Stumpf,Jan / 26 / 2008,Jan / 26 / 2008,Submission (Rear-Naked Choke),1,0:54
Kenneth Allen,loss,Dennis Anderson,Jul / 28 / 2007,Jul / 28 / 2007,Submission (Guillotine Choke),1,1:24
Kenneth Allen,loss,Jesse Sanders,Apr / 28 / 2007,Apr / 28 / 2007,Submission (Guillotine Choke),1,1:56
Kenneth Allen,loss,Jason Allar,Feb / 17 / 2007,Feb / 17 / 2007,Submission (Forearm Choke),2,1:14
Kenneth Allen,loss,Chris Barrera,Jan / 20 / 2007,Jan / 20 / 2007,TKO (Punches),1,4:01
Kenneth Allen,loss,Derrick Noble,Nov / 04 / 2006,Nov / 04 / 2006,TKO,1,1:53
Kenneth Allen,loss,Aaron Praschak,Sep / 29 / 2006,Sep / 29 / 2006,Submission (Triangle Choke),0,0:00
Kenneth Allen,loss,Tyrone Roberts,Jun / 10 / 2006,Jun / 10 / 2006,Decision (Unanimous),3,3:00
Kenneth Allen,loss,Sam Jackson,May / 06 / 2006,May / 06 / 2006,Decision,3,3:00
Kenneth Allen,loss,Lucas Gwaltney,Apr / 29 / 2006,Apr / 29 / 2006,TKO (Injury),1,2:53
Kenneth Allen,loss,Jake Ellenberger,Mar / 11 / 2006,Mar / 11 / 2006,Submission (Armbar),1,N/A
Kenneth Allen,loss,Pat O'Malley,Oct / 15 / 2005,Oct / 15 / 2005,Submission (Rear-Naked Choke),0,N/A
Kenneth Allen,loss,Cory Simpson,Sep / 30 / 2017,Sep / 30 / 2017,TKO (Punches),1,3:02
Kenneth Allen,loss,Carl Wittstock,Feb / 18 / 2017,Feb / 18 / 2017,Submission (Brabo Choke),1,3:24
Kenneth Allen,loss,Paul Bird,Aug / 16 / 2014,Aug / 16 / 2014,Submission (Armbar),1,1:57
Kenneth Allen,loss,Mike Estus,Dec / 01 / 2012,Dec / 01 / 2012,Submission (Neck Crank),1,2:27
Kenneth Allen,loss,Matt Rider,Apr / 14 / 2012,Apr / 14 / 2012,Submission (Triangle Choke),1,1:01
Kenneth Allen,loss,Ryan Thomas,Feb / 23 / 2008,Feb / 23 / 2008,Submission (Triangle Choke),1,N/A
Kenneth Allen,loss,Gerald Meerschaert,Jan / 12 / 2008,Jan / 12 / 2008,Submission (Triangle Choke),1,N/A
Kenneth Allen,loss,Mike O'Malley,Jun / 16 / 2007,Jun / 16 / 2007,Submission (Triangle Choke),0,0:00
Kenneth Allen,loss,Jeremiah Billington,Mar / 31 / 2007,Mar / 31 / 2007,Submission (Triangle Choke),2,1:34
Kenneth Allen,loss,Brandon Munson,Mar / 10 / 2007,Mar / 10 / 2007,Submission (Triangle Choke),1,1:05
Kenneth Allen,loss,David Costas,Jan / 26 / 2007,Jan / 26 / 2007,TKO (Punches),1,1:48
Kenneth Allen,loss,Jeremiah Billington,Dec / 02 / 2006,Dec / 02 / 2006,Submission (Triangle Choke),1,1:43
Kenneth Allen,win,Cory Simpson,MCC 4 - The Rematch,Jul / 15 / 2006,Submission (Rear-Naked Choke),1,0:54
Kenneth Allen,loss,Sam Morgan,May / 03 / 2006,May / 03 / 2006,Submission (Guillotine Choke),1,N/A
Kenneth Allen,loss,Tom Hruby,Feb / 25 / 2006,Feb / 25 / 2006,Submission,0,N/A
Kenneth Allen,loss,Shane Wessels,Nov / 23 / 2005,Nov / 23 / 2005,Submission (Neck Crank),1,N/A
Kenneth Allen,loss,Rhomez Brower,May / 14 / 2005,May / 14 / 2005,TKO (Punches),1,4:27
Dan Rau,loss,Patrick Murphy,Mar / 11 / 2006,Mar / 11 / 2006,Submission (Punches),2,1:43
Dan Rau,win,Troy Cline,MCC 1 - In The Beginning,Feb / 11 / 2006,TKO (Punches),1,2:15
Dan Rau,loss,Danny Anderson,Mar / 06 / 2004,Mar / 06 / 2004,Submission (Rear-Naked Choke),1,1:30
Dan Rau,loss,Rob Kimmons,Dec / 03 / 2005,Dec / 03 / 2005,Submission (Guillotine Choke),1,2:15
Darin Brudigan,loss,Chris Camozzi,May / 01 / 2009,May / 01 / 2009,Submission (Triangle Choke),1,4:34
Darin Brudigan,loss,Jesse Lennox,Jul / 14 / 2007,Jul / 14 / 2007,Submission (Hammerlock),1,N/A
Darin Brudigan,loss,Lee Lohff,Jan / 27 / 2007,Jan / 27 / 2007,Decision (Split),3,3:00
Darin Brudigan,loss,Rob Kimmons,Feb / 25 / 2006,Feb / 25 / 2006,Decision (Unanimous),3,5:00
Darin Brudigan,loss,Danny Anderson,Sep / 24 / 2005,Sep / 24 / 2005,Decision (Split),3,5:00
Darin Brudigan,loss,Kyle Jensen,Jun / 18 / 2005,Jun / 18 / 2005,TKO (Doctor Stoppage),2,N/A
Darin Brudigan,win,Dan Wheatley,XKK - Des Moines,Oct / 30 / 2004,Submission,1,N/A
Darin Brudigan,win,Sam Morgan,UCS 4 - Border War,Aug / 20 / 2004,Submission (Triangle Armbar),2,2:30
Darin Brudigan,win,Ryan Shell,AFC 7 - Gladiators,Apr / 29 / 2006,Submission (Punches),1,2:32
Darin Brudigan,win,Chuck Parmelee,VFC 16 - Kings,Sep / 09 / 2006,Submission (Arm-Triangle Choke),1,N/A
Darin Brudigan,win,Anthony Wagner,AFC 6 - Full Force,Mar / 24 / 2006,Submission (Triangle Choke),0,N/A
Darin Brudigan,loss,Danny Anderson,Mar / 05 / 2005,Mar / 05 / 2005,Submission (Rear-Naked Choke),2,4:27
Darin Brudigan,win,Kenny Nyquist,VFC 8 - Fallout,Nov / 27 / 2004,Submission (Rear-Naked Choke),1,4:10
Darin Brudigan,loss,Sean Sherk,Sep / 04 / 2004,Sep / 04 / 2004,Submission (Arm-Triangle Choke),2,1:46
Darin Brudigan,win,Matt Manley,RCF - Battle of the Middleweights,Nov / 14 / 2003,Submission (Armbar),1,N/A
Darin Brudigan,loss,Jared Taylor,Aug / 07 / 2004,Aug / 07 / 2004,Draw,3,5:00
Pat Shirley,win,Josh Pankey,IC - Ironman Challenge 1,Mar / 10 / 2006,TKO (Submission to Punches),1,0:12
Pat Shirley,loss,Vern Jefferson,Jun / 10 / 2005,Jun / 10 / 2005,Submission (Ankle Lock),1,1:16
Nowanda Bell,loss,Matt Kirschbaum,Sep / 06 / 2007,Sep / 06 / 2007,TKO (Punches),1,N/A
Nowanda Bell,loss,Travis Fulton,Mar / 10 / 2006,Mar / 10 / 2006,KO (Punch),2,0:20
Nowanda Bell,win,Jason Murphy,Coliseum - Coliseum 2,Dec / 28 / 2005,Decision (Split),3,5:00
Nowanda Bell,loss,Travis Liffrig,Sep / 10 / 2005,Sep / 10 / 2005,TKO (Submission to Punches),3,0:37
Nowanda Bell,loss,James Roland,May / 20 / 2005,May / 20 / 2005,Decision (Unanimous),3,5:00
Nowanda Bell,win,Josh  Chambers,RW - Minnesota Meltdown,Apr / 30 / 2005,TKO,3,1:51
Nowanda Bell,loss,Troy Cline,Mar / 19 / 2005,Mar / 19 / 2005,TKO (Punches),1,N/A
Nowanda Bell,win,Cody Lindquist,JM 2 - Jungle Madness 2,Jan / 15 / 2005,TKO (Submission to Punches),1,2:48
Nowanda Bell,win,Shawn Rathjin,DD 1 - Downtown Destruction 1,Jan / 12 / 2005,Submission (Choke),2,2:23
Nowanda Bell,win,Ryan Hegre,JN 2 - Judgment Night 2,Nov / 03 / 2004,TKO (Submission to Punches),1,0:39
Nowanda Bell,win,James Roland,POI - Point of Impact,Jun / 25 / 2004,Decision,3,5:00
Nowanda Bell,loss,Jerin Valel,Mar / 15 / 2003,Mar / 15 / 2003,Submission (Choke),1,4:58
Nowanda Bell,win,Tyler Brown,THFC - Friday Night Fights 4,Jan / 16 / 2004,Submission,2,1:38
Nowanda Bell,win,Mitch Darwin,THFC - Toad Holler Fight Club,Nov / 12 / 2003,TKO (Corner Stoppage),1,0:00
Nowanda Bell,win,Harvey Stallworth,THFC - Toad Holler Fight Club,Sep / 17 / 2003,Submission (Exhaustion),0,0:00
Nowanda Bell,win,Bryan Johnson,THFC - Toad Holler Fight Club,Aug / 27 / 2003,TKO (Submission to Punches),2,0:00
Nowanda Bell,win,Tim Mallory,THFC - Toad Holler Fight Club,Jul / 30 / 2003,KO (Punch),0,0:00
Nowanda Bell,loss,Mike Trueblood,Jul / 16 / 2003,Jul / 16 / 2003,Submission,0,0:00
Nowanda Bell,loss,Michael Dameen,Jul / 02 / 2003,Jul / 02 / 2003,Draw,0,0:00
Nowanda Bell,win,Dustin Cochrin,THFC - Toad Holler Fight Club,Jun / 18 / 2003,TKO (Submission to Punches),0,0:00
Nowanda Bell,NC,Jesse Gomez,THFC - Toad Holler Fight Club,Jun / 18 / 2003,No Contest,0,0:00
Nowanda Bell,win,Josh Bach,THFC - Toad Holler Fight Club,May / 28 / 2003,TKO (Submission to Punches),1,2:16
Nowanda Bell,win,Gavin Weimer,THFC - Toad Holler Fight Club,May / 21 / 2003,Submission (Choke),2,0:30
Nowanda Bell,win,Ross Vanwimberlin,THFC - Toad Holler Fight Club,May / 14 / 2003,Submission (Choke),1,1:49
Nowanda Bell,win,Mitch Darwin,THFC - Toad Holler Fight Club,Apr / 30 / 2003,Submission (Guillotine Choke),1,0:00
Nowanda Bell,loss,John Halverson,Jul / 21 / 2002,Jul / 21 / 2002,KO (Punch),1,0:52
Nowanda Bell,loss,Jesse Riemer,Mar / 25 / 2006,Mar / 25 / 2006,TKO,1,0:00
Nowanda Bell,win,Alex Curry,CVFA - Friday Night Throwdown,Jan / 06 / 2006,Submission (Rear-Naked Choke),1,1:36
Nowanda Bell,loss,Mike Pofahl,Oct / 07 / 2005,Oct / 07 / 2005,TKO (Submission to Punches),1,N/A
Nowanda Bell,loss,Nick Almen,Jul / 16 / 2005,Jul / 16 / 2005,TKO,1,0:50
Nowanda Bell,win,Jamal Johnson,RW - Minnesota Meltdown,Apr / 30 / 2005,Submission,4,2:12
Nowanda Bell,loss,Cliff Sanders,Apr / 23 / 2005,Apr / 23 / 2005,TKO (Submission to Punches),1,1:30
Nowanda Bell,win,Travis Rhinert,DD 1 - Downtown Destruction 1,Jan / 12 / 2005,TKO (Corner Stoppage),3,3:00
Nowanda Bell,loss,Jake Doerr,Nov / 20 / 2004,Nov / 20 / 2004,TKO (Punches),0,N/A
Nowanda Bell,loss,Ryan McGivern,Oct / 30 / 2004,Oct / 30 / 2004,Submission (Verbal),1,0:58
Nowanda Bell,win,Brian McCain,XKK - Xtreme Kage Kombat,Aug / 07 / 2004,Submission,3,N/A
Nowanda Bell,loss,Cory Simpson,Mar / 26 / 2004,Mar / 26 / 2004,TKO (Submission to Punches),1,N/A
Nowanda Bell,loss,Jason Purcell,Jan / 23 / 2004,Jan / 23 / 2004,TKO (Submission to Punches),2,0:00
Nowanda Bell,win,Marshall Marshall,THFC - Toad Holler Fight Club,Nov / 19 / 2003,Submission (Rear-Naked Choke),0,0:00
Nowanda Bell,win,John Rite,THFC - Toad Holler Fight Club,Oct / 01 / 2003,Decision,3,0:00
Nowanda Bell,win,Nicholas Morgan,THFC - Toad Holler Fight Club,Sep / 10 / 2003,TKO (Submission to Elbows),0,0:00
Nowanda Bell,win,Tim Mallory,THFC - Toad Holler Fight Club,Jul / 30 / 2003,TKO (Punches),0,0:00
Nowanda Bell,win,Gavin Weimer,THFC - Ground Zero 4,Jul / 25 / 2003,Submission (Exhaustion),0,0:00
Nowanda Bell,win,Mike Smith,THFC - Toad Holler Fight Club,Jun / 25 / 2003,Submission (Choke),0,0:00
Nowanda Bell,win,Jesse Gomez,THFC - Toad Holler Fight Club,Jun / 18 / 2003,TKO (Submission to Punches),0,0:00
Nowanda Bell,NC,Jesse Gomez,Jun / 11 / 2003,Jun / 11 / 2003,No Contest,0,0:00
Nowanda Bell,win,Matt Woodall,THFC - Toad Holler Fight Club,May / 28 / 2003,TKO,3,0:00
Nowanda Bell,loss,Cory Coles,May / 16 / 2003,May / 16 / 2003,TKO (Punches),1,0:48
Nowanda Bell,loss,Jeremy Miller,May / 07 / 2003,May / 07 / 2003,TKO,1,1:49
Nowanda Bell,win,Shawn Taylor,THFC - Toad Holler Fight Club,Apr / 30 / 2003,TKO (Injury),2,0:10
Kyle Newell,loss,Elijah Fay,Sep / 11 / 2004,Sep / 11 / 2004,Submission (Armbar),2,N/A
Kyle Newell,win,Jeff Thorpe,AXFC 8 - Brawl for it All,Nov / 26 / 2005,Decision (Unanimous),3,3:00
Gary Waldon,loss,Zo Zo,Jul / 30 / 2003,Jul / 30 / 2003,Submission (Guillotine Choke),0,0:00
Gary Waldon,loss,Houston Alexander,Jun / 19 / 2002,Jun / 19 / 2002,TKO (Submission to Strikes),0,0:00
Gary Waldon,loss,Brian Simonson,Jul / 30 / 2003,Jul / 30 / 2003,Submission (Choke),0,0:00
Nathan Ford,win,Sway Huston,THFC - Toad Holler Fight Club,Jun / 25 / 2003,TKO (Submission to Punch),0,0:00
Curtis Brigham,win,Mike Adams,AFC 16 - Uprising,Mar / 23 / 2013,Submission (Armbar),4,1:19
Curtis Brigham,win,Brayden Johnson,JM 1 - Jungle Madness 1,Nov / 26 / 2004,Submission (Triangle Choke),2,0:18
Curtis Brigham,loss,Chad Hamzeh,Nov / 15 / 2003,Nov / 15 / 2003,Decision,3,5:00
Curtis Brigham,win,Mike Hall,Gladiators 20 - Gladiators 20,Mar / 15 / 2003,Submission (Armbar),1,1:22
Curtis Brigham,win,Kenichi Ogata,Rings - World Title Series 4,Oct / 20 / 2001,Submission (Rear-Naked Choke),1,0:43
